areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E92000001,England,nation,2021-08-26,25_29,2392,16634,441.0
E92000001,England,nation,2021-08-26,30_34,2222,15287,399.7
E92000001,England,nation,2021-08-26,35_39,1976,13000,347.8
E92000001,England,nation,2021-08-26,40_44,2008,13214,380.1
E92000001,England,nation,2021-08-26,45_49,1824,12204,335.4
E92000001,England,nation,2021-08-26,50_54,1809,12265,316.5
E92000001,England,nation,2021-08-26,55_59,1556,10192,270.9
E92000001,England,nation,2021-08-26,60+,3410,22458,164.4
E92000001,England,nation,2021-08-26,60_64,1069,7106,222.3
E92000001,England,nation,2021-08-26,65_69,780,5151,185.0
E92000001,England,nation,2021-08-26,70_74,655,4185,148.7
E92000001,England,nation,2021-08-26,75_79,418,2789,138.8
E92000001,England,nation,2021-08-26,80_84,242,1591,109.8
E92000001,England,nation,2021-08-26,85_89,142,977,110.4
E92000001,England,nation,2021-08-26,90+,104,659,126.5
E92000001,England,nation,2021-08-26,unassigned,13,86,
E92000001,England,nation,2021-08-25,00_04,614,4204,129.8
E92000001,England,nation,2021-08-25,00_59,23590,159093,370.9
E92000001,England,nation,2021-08-25,05_09,1299,8549,241.5
E92000001,England,nation,2021-08-25,10_14,2130,14015,407.9
E92000001,England,nation,2021-08-25,15_19,2633,20676,663.6
E92000001,England,nation,2021-08-25,20_24,2495,18454,531.4
E92000001,England,nation,2021-08-25,25_29,2608,17269,457.9
E92000001,England,nation,2021-08-25,30_34,2399,15493,405.1
E92000001,England,nation,2021-08-25,35_39,2038,12975,347.1
E92000001,England,nation,2021-08-25,40_44,2007,13080,376.3
E92000001,England,nation,2021-08-25,45_49,1843,12092,332.3
E92000001,England,nation,2021-08-25,50_54,1921,12149,313.5
E92000001,England,nation,2021-08-25,55_59,1603,10137,269.5
E92000001,England,nation,2021-08-25,60+,3473,22054,161.4
E92000001,England,nation,2021-08-25,60_64,1124,7024,219.7
E92000001,England,nation,2021-08-25,65_69,792,5058,181.7
E92000001,England,nation,2021-08-25,70_74,645,4086,145.2
E92000001,England,nation,2021-08-25,75_79,409,2709,134.8
E92000001,England,nation,2021-08-25,80_84,233,1585,109.4
E92000001,England,nation,2021-08-25,85_89,140,965,109.0
E92000001,England,nation,2021-08-25,90+,130,627,120.3
E92000001,England,nation,2021-08-25,unassigned,18,87,
E92000001,England,nation,2021-08-24,00_04,679,4144,127.9
E92000001,England,nation,2021-08-24,00_59,23957,163063,380.2
E92000001,England,nation,2021-08-24,05_09,1429,8311,234.8
E92000001,England,nation,2021-08-24,10_14,2284,13665,397.7
E92000001,England,nation,2021-08-24,15_19,2701,23398,750.9
E92000001,England,nation,2021-08-24,20_24,2527,19985,575.5
E92000001,England,nation,2021-08-24,25_29,2682,17941,475.7
E92000001,England,nation,2021-08-24,30_34,2351,15701,410.5
E92000001,England,nation,2021-08-24,35_39,1941,13008,348.0
E92000001,England,nation,2021-08-24,40_44,1993,12978,373.3
E92000001,England,nation,2021-08-24,45_49,1946,12030,330.6
E92000001,England,nation,2021-08-24,50_54,1828,11943,308.2
E92000001,England,nation,2021-08-24,55_59,1596,9959,264.7
E92000001,England,nation,2021-08-24,60+,3456,21611,158.2
E92000001,England,nation,2021-08-24,60_64,1066,6880,215.2
E92000001,England,nation,2021-08-24,65_69,831,4957,178.0
E92000001,England,nation,2021-08-24,70_74,600,4001,142.2
E92000001,England,nation,2021-08-24,75_79,413,2645,131.6
E92000001,England,nation,2021-08-24,80_84,268,1563,107.9
E92000001,England,nation,2021-08-24,85_89,164,965,109.0
E92000001,England,nation,2021-08-24,90+,114,600,115.1
E92000001,England,nation,2021-08-24,unassigned,12,87,
E92000001,England,nation,2021-08-23,00_04,745,4036,124.6
E92000001,England,nation,2021-08-23,00_59,25556,166382,387.9
E92000001,England,nation,2021-08-23,05_09,1427,7953,224.7
E92000001,England,nation,2021-08-23,10_14,2268,13189,383.9
E92000001,England,nation,2021-08-23,15_19,2943,26873,862.5
E92000001,England,nation,2021-08-23,20_24,2738,21146,609.0
E92000001,England,nation,2021-08-23,25_29,2722,18311,485.5
E92000001,England,nation,2021-08-23,30_34,2508,15743,411.6
E92000001,England,nation,2021-08-23,35_39,2191,13047,349.0
E92000001,England,nation,2021-08-23,40_44,2215,12799,368.2
E92000001,England,nation,2021-08-23,45_49,2040,11769,323.4
E92000001,England,nation,2021-08-23,50_54,2092,11745,303.1
E92000001,England,nation,2021-08-23,55_59,1667,9771,259.7
E92000001,England,nation,2021-08-23,60+,3970,21086,154.4
E92000001,England,nation,2021-08-23,60_64,1231,6759,211.4
E92000001,England,nation,2021-08-23,65_69,889,4794,172.2
E92000001,England,nation,2021-08-23,70_74,732,3948,140.3
E92000001,England,nation,2021-08-23,75_79,506,2589,128.8
E92000001,England,nation,2021-08-23,80_84,302,1500,103.5
E92000001,England,nation,2021-08-23,85_89,200,923,104.3
E92000001,England,nation,2021-08-23,90+,110,573,110.0
E92000001,England,nation,2021-08-23,unassigned,14,92,
E92000001,England,nation,2021-08-22,00_04,531,3945,121.8
E92000001,England,nation,2021-08-22,00_59,19226,167776,391.2
E92000001,England,nation,2021-08-22,05_09,1079,7744,218.8
E92000001,England,nation,2021-08-22,10_14,1890,12855,374.2
E92000001,England,nation,2021-08-22,15_19,2474,28593,917.7
E92000001,England,nation,2021-08-22,20_24,2063,21707,625.1
E92000001,England,nation,2021-08-22,25_29,1900,18769,497.7
E92000001,England,nation,2021-08-22,30_34,1795,15848,414.4
E92000001,England,nation,2021-08-22,35_39,1574,12987,347.4
E92000001,England,nation,2021-08-22,40_44,1636,12537,360.6
E92000001,England,nation,2021-08-22,45_49,1472,11636,319.8
E92000001,England,nation,2021-08-22,50_54,1557,11485,296.4
E92000001,England,nation,2021-08-22,55_59,1255,9670,257.1
E92000001,England,nation,2021-08-22,60+,2649,20233,148.1
E92000001,England,nation,2021-08-22,60_64,841,6567,205.4
E92000001,England,nation,2021-08-22,65_69,663,4572,164.2
E92000001,England,nation,2021-08-22,70_74,489,3809,135.4
E92000001,England,nation,2021-08-22,75_79,334,2446,121.7
E92000001,England,nation,2021-08-22,80_84,164,1424,98.3
E92000001,England,nation,2021-08-22,85_89,103,840,94.9
E92000001,England,nation,2021-08-22,90+,55,575,110.4
E92000001,England,nation,2021-08-22,unassigned,7,97,
E92000001,England,nation,2021-08-21,00_04,503,3885,119.9
E92000001,England,nation,2021-08-21,00_59,19402,167065,389.5
E92000001,England,nation,2021-08-21,05_09,1114,7634,215.7
E92000001,England,nation,2021-08-21,10_14,1851,12494,363.7
E92000001,England,nation,2021-08-21,15_19,2657,28944,928.9
E92000001,England,nation,2021-08-21,20_24,2202,21829,628.6
E92000001,England,nation,2021-08-21,25_29,1954,19012,504.1
E92000001,England,nation,2021-08-21,30_34,1863,15840,414.2
E92000001,England,nation,2021-08-21,35_39,1497,12913,345.4
E92000001,England,nation,2021-08-21,40_44,1574,12357,355.5
E92000001,England,nation,2021-08-21,45_49,1462,11398,313.2
E92000001,England,nation,2021-08-21,50_54,1504,11235,289.9
E92000001,England,nation,2021-08-21,55_59,1221,9524,253.2
E92000001,England,nation,2021-08-21,60+,2642,19858,145.4
E92000001,England,nation,2021-08-21,60_64,882,6499,203.3
E92000001,England,nation,2021-08-21,65_69,563,4414,158.5
E92000001,England,nation,2021-08-21,70_74,530,3742,133.0
E92000001,England,nation,2021-08-21,75_79,327,2356,117.2
E92000001,England,nation,2021-08-21,80_84,170,1437,99.2
E92000001,England,nation,2021-08-21,85_89,107,827,93.4
E92000001,England,nation,2021-08-21,90+,63,583,111.9
E92000001,England,nation,2021-08-21,unassigned,3,95,
E92000001,England,nation,2021-08-20,00_04,551,3883,119.9
E92000001,England,nation,2021-08-20,00_59,22052,166325,387.8
E92000001,England,nation,2021-08-20,05_09,1096,7461,210.8
E92000001,England,nation,2021-08-20,10_14,1821,12193,354.9
E92000001,England,nation,2021-08-20,15_19,3245,29034,931.8
E92000001,England,nation,2021-08-20,20_24,2785,21959,632.4
E92000001,England,nation,2021-08-20,25_29,2376,19304,511.8
E92000001,England,nation,2021-08-20,30_34,2149,15797,413.0
E92000001,England,nation,2021-08-20,35_39,1783,12833,343.3
E92000001,England,nation,2021-08-20,40_44,1781,12224,351.6
E92000001,England,nation,2021-08-20,45_49,1617,11249,309.2
E92000001,England,nation,2021-08-20,50_54,1554,11061,285.4
E92000001,England,nation,2021-08-20,55_59,1294,9327,247.9
E92000001,England,nation,2021-08-20,60+,2858,19408,142.1
E92000001,England,nation,2021-08-20,60_64,893,6320,197.7
E92000001,England,nation,2021-08-20,65_69,633,4349,156.2
E92000001,England,nation,2021-08-20,70_74,534,3642,129.4
E92000001,England,nation,2021-08-20,75_79,382,2291,114.0
E92000001,England,nation,2021-08-20,80_84,212,1416,97.7
E92000001,England,nation,2021-08-20,85_89,121,815,92.1
E92000001,England,nation,2021-08-20,90+,83,575,110.4
E92000001,England,nation,2021-08-20,unassigned,19,100,
E92000001,England,nation,2021-08-19,00_04,581,3884,119.9
E92000001,England,nation,2021-08-19,00_59,25310,166075,387.2
E92000001,England,nation,2021-08-19,05_09,1105,7322,206.9
E92000001,England,nation,2021-08-19,10_14,1771,11870,345.5
E92000001,England,nation,2021-08-19,15_19,4023,28579,917.2
E92000001,England,nation,2021-08-19,20_24,3644,22218,639.8
E92000001,England,nation,2021-08-19,25_29,3027,19889,527.4
E92000001,England,nation,2021-08-19,30_34,2428,15975,417.7
E92000001,England,nation,2021-08-19,35_39,1951,12840,343.5
E92000001,England,nation,2021-08-19,40_44,1874,12126,348.8
E92000001,England,nation,2021-08-19,45_49,1712,11086,304.7
E92000001,England,nation,2021-08-19,50_54,1693,11003,283.9
E92000001,England,nation,2021-08-19,55_59,1501,9283,246.8
E92000001,England,nation,2021-08-19,60+,3006,19140,140.1
E92000001,England,nation,2021-08-19,60_64,987,6234,195.0
E92000001,England,nation,2021-08-19,65_69,687,4306,154.7
E92000001,England,nation,2021-08-19,70_74,556,3616,128.5
E92000001,England,nation,2021-08-19,75_79,338,2229,110.9
E92000001,England,nation,2021-08-19,80_84,236,1403,96.8
E92000001,England,nation,2021-08-19,85_89,130,793,89.6
E92000001,England,nation,2021-08-19,90+,72,559,107.3
E92000001,England,nation,2021-08-19,unassigned,14,94,
E92000001,England,nation,2021-08-18,00_04,554,3834,118.4
E92000001,England,nation,2021-08-18,00_59,27560,165049,384.8
E92000001,England,nation,2021-08-18,05_09,1061,7199,203.4
E92000001,England,nation,2021-08-18,10_14,1780,11632,338.6
E92000001,England,nation,2021-08-18,15_19,5355,27437,880.6
E92000001,England,nation,2021-08-18,20_24,4026,22501,648.0
E92000001,England,nation,2021-08-18,25_29,3280,20426,541.6
E92000001,England,nation,2021-08-18,30_34,2607,16158,422.5
E92000001,England,nation,2021-08-18,35_39,2071,12947,346.3
E92000001,England,nation,2021-08-18,40_44,1905,12030,346.1
E92000001,England,nation,2021-08-18,45_49,1781,10898,299.5
E92000001,England,nation,2021-08-18,50_54,1715,10805,278.8
E92000001,England,nation,2021-08-18,55_59,1425,9182,244.1
E92000001,England,nation,2021-08-18,60+,3030,18832,137.9
E92000001,England,nation,2021-08-18,60_64,980,6184,193.4
E92000001,England,nation,2021-08-18,65_69,691,4216,151.4
E92000001,England,nation,2021-08-18,70_74,560,3494,124.2
E92000001,England,nation,2021-08-18,75_79,345,2186,108.8
E92000001,England,nation,2021-08-18,80_84,211,1377,95.0
E92000001,England,nation,2021-08-18,85_89,140,792,89.5
E92000001,England,nation,2021-08-18,90+,103,583,111.9
E92000001,England,nation,2021-08-18,unassigned,18,105,
E92000001,England,nation,2021-08-17,00_04,571,3881,119.8
E92000001,England,nation,2021-08-17,00_59,27276,163240,380.6
E92000001,England,nation,2021-08-17,05_09,1071,7092,200.4
E92000001,England,nation,2021-08-17,10_14,1808,11439,333.0
E92000001,England,nation,2021-08-17,15_19,6176,24993,802.1
E92000001,England,nation,2021-08-17,20_24,3688,22681,653.2
E92000001,England,nation,2021-08-17,25_29,3052,21093,559.3
E92000001,England,nation,2021-08-17,30_34,2393,16610,434.3
E92000001,England,nation,2021-08-17,35_39,1980,13020,348.3
E92000001,England,nation,2021-08-17,40_44,1814,11848,340.8
E92000001,England,nation,2021-08-17,45_49,1685,10762,295.8
E92000001,England,nation,2021-08-17,50_54,1630,10716,276.5
E92000001,England,nation,2021-08-17,55_59,1408,9105,242.0
E92000001,England,nation,2021-08-17,60+,2931,18455,135.1
E92000001,England,nation,2021-08-17,60_64,945,6139,192.0
E92000001,England,nation,2021-08-17,65_69,668,4097,147.1
E92000001,England,nation,2021-08-17,70_74,547,3406,121.0
E92000001,England,nation,2021-08-17,75_79,357,2152,107.1
E92000001,England,nation,2021-08-17,80_84,205,1349,93.1
E92000001,England,nation,2021-08-17,85_89,122,765,86.4
E92000001,England,nation,2021-08-17,90+,87,547,105.0
E92000001,England,nation,2021-08-17,unassigned,17,104,
E92000001,England,nation,2021-08-16,00_04,654,3898,120.3
E92000001,England,nation,2021-08-16,00_59,26950,160446,374.1
E92000001,England,nation,2021-08-16,05_09,1218,7002,197.8
E92000001,England,nation,2021-08-16,10_14,1934,11165,325.0
E92000001,England,nation,2021-08-16,15_19,4663,21798,699.6
E92000001,England,nation,2021-08-16,20_24,3299,22805,656.7
E92000001,England,nation,2021-08-16,25_29,3180,21709,575.6
E92000001,England,nation,2021-08-16,30_34,2613,17084,446.7
E92000001,England,nation,2021-08-16,35_39,2131,13024,348.4
E92000001,England,nation,2021-08-16,40_44,1953,11796,339.3
E92000001,England,nation,2021-08-16,45_49,1907,10592,291.1
E92000001,England,nation,2021-08-16,50_54,1832,10623,274.1
E92000001,England,nation,2021-08-16,55_59,1566,8950,237.9
E92000001,England,nation,2021-08-16,60+,3117,17952,131.4
E92000001,England,nation,2021-08-16,60_64,1039,6006,187.9
E92000001,England,nation,2021-08-16,65_69,667,3938,141.4
E92000001,England,nation,2021-08-16,70_74,593,3275,116.4
E92000001,England,nation,2021-08-16,75_79,363,2086,103.8
E92000001,England,nation,2021-08-16,80_84,226,1324,91.4
E92000001,England,nation,2021-08-16,85_89,117,774,87.4
E92000001,England,nation,2021-08-16,90+,112,549,105.4
E92000001,England,nation,2021-08-16,unassigned,19,99,
E92000001,England,nation,2021-08-15,00_04,471,3885,119.9
E92000001,England,nation,2021-08-15,00_59,18515,158493,369.5
E92000001,England,nation,2021-08-15,05_09,969,6820,192.7
E92000001,England,nation,2021-08-15,10_14,1529,10892,317.0
E92000001,England,nation,2021-08-15,15_19,2825,20221,649.0
E92000001,England,nation,2021-08-15,20_24,2185,23239,669.2
E92000001,England,nation,2021-08-15,25_29,2143,22140,587.0
E92000001,England,nation,2021-08-15,30_34,1787,17256,451.2
E92000001,England,nation,2021-08-15,35_39,1500,12942,346.2
E92000001,England,nation,2021-08-15,40_44,1456,11696,336.4
E92000001,England,nation,2021-08-15,45_49,1234,10289,282.8
E92000001,England,nation,2021-08-15,50_54,1307,10381,267.9
E92000001,England,nation,2021-08-15,55_59,1109,8732,232.1
E92000001,England,nation,2021-08-15,60+,2274,17408,127.4
E92000001,England,nation,2021-08-15,60_64,773,5791,181.1
E92000001,England,nation,2021-08-15,65_69,505,3835,137.7
E92000001,England,nation,2021-08-15,70_74,422,3156,112.1
E92000001,England,nation,2021-08-15,75_79,244,2026,100.8
E92000001,England,nation,2021-08-15,80_84,177,1312,90.5
E92000001,England,nation,2021-08-15,85_89,90,769,86.9
E92000001,England,nation,2021-08-15,90+,63,519,99.6
E92000001,England,nation,2021-08-15,unassigned,5,93,
E92000001,England,nation,2021-08-14,00_04,501,3827,118.1
E92000001,England,nation,2021-08-14,00_59,18662,157825,368.0
E92000001,England,nation,2021-08-14,05_09,941,6701,189.3
E92000001,England,nation,2021-08-14,10_14,1550,10669,310.5
E92000001,England,nation,2021-08-14,15_19,2747,19706,632.4
E92000001,England,nation,2021-08-14,20_24,2332,23775,684.7
E92000001,England,nation,2021-08-14,25_29,2246,22358,592.8
E92000001,England,nation,2021-08-14,30_34,1820,17364,454.0
E92000001,England,nation,2021-08-14,35_39,1417,12896,345.0
E92000001,England,nation,2021-08-14,40_44,1441,11562,332.6
E92000001,England,nation,2021-08-14,45_49,1313,10196,280.2
E92000001,England,nation,2021-08-14,50_54,1330,10237,264.2
E92000001,England,nation,2021-08-14,55_59,1024,8534,226.9
E92000001,England,nation,2021-08-14,60+,2192,16926,123.9
E92000001,England,nation,2021-08-14,60_64,703,5639,176.4
E92000001,England,nation,2021-08-14,65_69,498,3697,132.8
E92000001,England,nation,2021-08-14,70_74,430,3075,109.3
E92000001,England,nation,2021-08-14,75_79,262,2007,99.9
E92000001,England,nation,2021-08-14,80_84,149,1259,86.9
E92000001,England,nation,2021-08-14,85_89,95,750,84.7
E92000001,England,nation,2021-08-14,90+,55,499,95.8
E92000001,England,nation,2021-08-14,unassigned,8,100,
E92000001,England,nation,2021-08-13,00_04,552,3721,114.9
E92000001,England,nation,2021-08-13,00_59,21802,156877,365.8
E92000001,England,nation,2021-08-13,05_09,957,6452,182.3
E92000001,England,nation,2021-08-13,10_14,1498,10401,302.7
E92000001,England,nation,2021-08-13,15_19,2790,19348,620.9
E92000001,England,nation,2021-08-13,20_24,3044,24122,694.7
E92000001,England,nation,2021-08-13,25_29,2961,22557,598.1
E92000001,England,nation,2021-08-13,30_34,2327,17494,457.4
E92000001,England,nation,2021-08-13,35_39,1790,12935,346.0
E92000001,England,nation,2021-08-13,40_44,1683,11377,327.3
E92000001,England,nation,2021-08-13,45_49,1454,10067,276.7
E92000001,England,nation,2021-08-13,50_54,1496,9984,257.6
E92000001,England,nation,2021-08-13,55_59,1250,8419,223.8
E92000001,England,nation,2021-08-13,60+,2590,16488,120.7
E92000001,England,nation,2021-08-13,60_64,807,5568,174.2
E92000001,England,nation,2021-08-13,65_69,590,3630,130.4
E92000001,England,nation,2021-08-13,70_74,508,2932,104.2
E92000001,England,nation,2021-08-13,75_79,320,1931,96.1
E92000001,England,nation,2021-08-13,80_84,199,1232,85.0
E92000001,England,nation,2021-08-13,85_89,99,715,80.8
E92000001,England,nation,2021-08-13,90+,67,480,92.1
E92000001,England,nation,2021-08-13,unassigned,13,99,
E92000001,England,nation,2021-08-12,00_04,531,3663,113.1
E92000001,England,nation,2021-08-12,00_59,24284,157150,366.4
E92000001,England,nation,2021-08-12,05_09,982,6342,179.2
E92000001,England,nation,2021-08-12,10_14,1533,10333,300.8
E92000001,England,nation,2021-08-12,15_19,2881,19473,625.0
E92000001,England,nation,2021-08-12,20_24,3927,24779,713.6
E92000001,England,nation,2021-08-12,25_29,3564,22685,601.5
E92000001,England,nation,2021-08-12,30_34,2611,17611,460.5
E92000001,England,nation,2021-08-12,35_39,2058,12954,346.5
E92000001,England,nation,2021-08-12,40_44,1778,11208,322.4
E92000001,England,nation,2021-08-12,45_49,1524,10048,276.1
E92000001,England,nation,2021-08-12,50_54,1495,9831,253.7
E92000001,England,nation,2021-08-12,55_59,1400,8223,218.6
E92000001,England,nation,2021-08-12,60+,2698,16071,117.6
E92000001,England,nation,2021-08-12,60_64,937,5490,171.7
E92000001,England,nation,2021-08-12,65_69,597,3528,126.7
E92000001,England,nation,2021-08-12,70_74,434,2823,100.3
E92000001,England,nation,2021-08-12,75_79,295,1836,91.3
E92000001,England,nation,2021-08-12,80_84,210,1177,81.2
E92000001,England,nation,2021-08-12,85_89,129,729,82.3
E92000001,England,nation,2021-08-12,90+,96,488,93.7
E92000001,England,nation,2021-08-12,unassigned,25,88,
E92000001,England,nation,2021-08-11,00_04,601,3647,112.6
E92000001,England,nation,2021-08-11,00_59,25751,158173,368.8
E92000001,England,nation,2021-08-11,05_09,954,6219,175.7
E92000001,England,nation,2021-08-11,10_14,1587,10238,298.0
E92000001,England,nation,2021-08-11,15_19,2911,19960,640.6
E92000001,England,nation,2021-08-11,20_24,4206,25351,730.0
E92000001,England,nation,2021-08-11,25_29,3947,23084,612.1
E92000001,England,nation,2021-08-11,30_34,3059,17910,468.3
E92000001,England,nation,2021-08-11,35_39,2144,12953,346.5
E92000001,England,nation,2021-08-11,40_44,1723,11137,320.4
E92000001,England,nation,2021-08-11,45_49,1645,10021,275.4
E92000001,England,nation,2021-08-11,50_54,1626,9747,251.5
E92000001,England,nation,2021-08-11,55_59,1348,7906,210.2
E92000001,England,nation,2021-08-11,60+,2653,15519,113.6
E92000001,England,nation,2021-08-11,60_64,935,5270,164.9
E92000001,England,nation,2021-08-11,65_69,572,3435,123.4
E92000001,England,nation,2021-08-11,70_74,472,2776,98.6
E92000001,England,nation,2021-08-11,75_79,311,1792,89.2
E92000001,England,nation,2021-08-11,80_84,183,1118,77.1
E92000001,England,nation,2021-08-11,85_89,113,680,76.8
E92000001,England,nation,2021-08-11,90+,67,448,86.0
E92000001,England,nation,2021-08-11,unassigned,17,78,
E92000001,England,nation,2021-08-10,00_04,588,3537,109.2
E92000001,England,nation,2021-08-10,00_59,24482,158459,369.5
E92000001,England,nation,2021-08-10,05_09,981,6094,172.2
E92000001,England,nation,2021-08-10,10_14,1534,10039,292.2
E92000001,England,nation,2021-08-10,15_19,2981,20414,655.2
E92000001,England,nation,2021-08-10,20_24,3812,26049,750.1
E92000001,England,nation,2021-08-10,25_29,3668,23171,614.4
E92000001,England,nation,2021-08-10,30_34,2867,18023,471.2
E92000001,England,nation,2021-08-10,35_39,1984,12933,346.0
E92000001,England,nation,2021-08-10,40_44,1762,11122,319.9
E92000001,England,nation,2021-08-10,45_49,1515,9875,271.4
E92000001,England,nation,2021-08-10,50_54,1537,9538,246.1
E92000001,England,nation,2021-08-10,55_59,1253,7664,203.7
E92000001,England,nation,2021-08-10,60+,2428,14990,109.7
E92000001,England,nation,2021-08-10,60_64,812,5096,159.4
E92000001,England,nation,2021-08-10,65_69,509,3335,119.8
E92000001,England,nation,2021-08-10,70_74,416,2685,95.4
E92000001,England,nation,2021-08-10,75_79,291,1704,84.8
E92000001,England,nation,2021-08-10,80_84,180,1056,72.9
E92000001,England,nation,2021-08-10,85_89,131,670,75.7
E92000001,England,nation,2021-08-10,90+,89,444,85.2
E92000001,England,nation,2021-08-10,unassigned,12,73,
E92000001,England,nation,2021-08-09,00_04,641,3450,106.5
E92000001,England,nation,2021-08-09,00_59,24997,158264,369.0
E92000001,England,nation,2021-08-09,05_09,1036,6014,169.9
E92000001,England,nation,2021-08-09,10_14,1661,9961,289.9
E92000001,England,nation,2021-08-09,15_19,3086,20691,664.1
E92000001,England,nation,2021-08-09,20_24,3733,26768,770.9
E92000001,England,nation,2021-08-09,25_29,3611,23077,611.9
E92000001,England,nation,2021-08-09,30_34,2785,17944,469.2
E92000001,England,nation,2021-08-09,35_39,2049,12891,344.8
E92000001,England,nation,2021-08-09,40_44,1853,10971,315.6
E92000001,England,nation,2021-08-09,45_49,1604,9707,266.8
E92000001,England,nation,2021-08-09,50_54,1590,9384,242.1
E92000001,England,nation,2021-08-09,55_59,1348,7406,196.9
E92000001,England,nation,2021-08-09,60+,2573,14629,107.1
E92000001,England,nation,2021-08-09,60_64,824,4993,156.2
E92000001,England,nation,2021-08-09,65_69,564,3277,117.7
E92000001,England,nation,2021-08-09,70_74,474,2634,93.6
E92000001,England,nation,2021-08-09,75_79,303,1638,81.5
E92000001,England,nation,2021-08-09,80_84,214,1033,71.3
E92000001,England,nation,2021-08-09,85_89,112,628,70.9
